filename,label
Image_1010.jpg,without_mask
Image_1011.jpg,without_mask
Image_1012.jpg,without_mask
Image_1013.jpg,without_mask
Image_1014.jpg,without_mask
Image_1015.jpg,without_mask
Image_1016.jpg,without_mask
Image_1017.jpg,without_mask
Image_1018.jpg,without_mask
Image_1019.jpg,without_mask
Image_1020.jpg,without_mask
Image_1021.jpg,without_mask
Image_1022.jpg,without_mask
Image_1023.jpg,without_mask
Image_1024.jpg,without_mask
Image_1025.jpg,without_mask
Image_1026.jpg,without_mask
Image_1027.jpg,without_mask
Image_1028.jpg,without_mask
Image_1029.jpg,without_mask
Image_1030.jpg,without_mask
Image_1031.jpg,without_mask
Image_1032.jpg,without_mask
Image_1033.jpg,without_mask
Image_1034.jpg,without_mask
Image_1035.jpg,without_mask
Image_1036.jpg,without_mask
Image_1037.jpg,without_mask
Image_1038.jpg,without_mask
Image_1039.jpg,without_mask
Image_1040.jpg,without_mask
Image_1041.jpg,without_mask
Image_1042.jpg,without_mask
Image_1043.jpg,without_mask
Image_1044.jpg,without_mask
Image_1045.jpg,without_mask
Image_1046.jpg,without_mask
Image_1047.jpg,without_mask
Image_1048.jpg,without_mask
Image_1049.jpg,without_mask
Image_1050.jpg,without_mask
Image_1051.jpg,without_mask
Image_1052.jpg,without_mask
Image_1053.jpg,without_mask
Image_1054.jpg,without_mask
Image_1055.jpg,without_mask
Image_1056.jpg,without_mask
Image_1057.jpg,without_mask
Image_1058.jpg,without_mask
Image_1059.jpg,without_mask
Image_1060.jpg,without_mask
Image_1061.jpg,without_mask
Image_1062.jpg,without_mask
Image_1063.jpg,without_mask
Image_1064.jpg,without_mask
Image_1065.jpg,without_mask
Image_1066.jpg,without_mask
Image_1067.jpg,without_mask
Image_1068.jpg,without_mask
Image_1069.jpg,without_mask
Image_1070.jpg,without_mask
Image_1071.jpg,without_mask
Image_1072.jpg,without_mask
Image_1073.jpg,without_mask
Image_1074.jpg,without_mask
Image_1075.jpg,without_mask
Image_1076.jpg,without_mask
Image_1077.jpg,without_mask
Image_1078.jpg,without_mask
Image_1079.jpg,without_mask
Image_1080.jpg,without_mask
Image_1081.jpg,without_mask
Image_1082.jpg,without_mask
Image_1083.jpg,without_mask
Image_1084.jpg,without_mask
Image_1085.jpg,without_mask
Image_1086.jpg,without_mask
Image_1087.jpg,without_mask
Image_1088.jpg,without_mask
Image_1089.jpg,without_mask
Image_1090.jpg,without_mask
Image_1091.jpg,without_mask
Image_1092.jpg,without_mask
Image_1093.jpg,without_mask
Image_1094.jpg,without_mask
Image_1095.jpg,without_mask
Image_1096.jpg,without_mask
Image_1097.jpg,without_mask
Image_1098.jpg,without_mask
Image_1099.jpg,without_mask
Image_1100.jpg,without_mask
Image_1101.jpg,without_mask
Image_1102.jpg,without_mask
Image_1103.jpg,without_mask
Image_1104.jpg,without_mask
Image_1105.jpg,without_mask
Image_1106.jpg,without_mask
Image_1107.jpg,without_mask
Image_1108.jpg,without_mask
Image_1109.jpg,without_mask
Image_1110.jpg,without_mask
Image_1111.jpg,without_mask
Image_1112.jpg,without_mask
Image_1113.jpg,without_mask
Image_1114.jpg,without_mask
Image_1115.jpg,without_mask
Image_1116.jpg,without_mask
Image_1117.jpg,without_mask
Image_1118.jpg,without_mask
Image_1119.jpg,without_mask
Image_1120.jpg,without_mask
Image_1121.jpg,without_mask
Image_1122.jpg,without_mask
Image_1123.jpg,without_mask
Image_1124.jpg,without_mask
Image_1125.jpg,without_mask
Image_1126.jpg,without_mask
Image_1127.jpg,without_mask
Image_1128.jpg,without_mask
Image_1129.jpg,without_mask
Image_1130.jpg,without_mask
Image_1131.jpg,without_mask
Image_1132.jpg,without_mask
Image_1133.jpg,without_mask
Image_1134.jpg,without_mask
Image_1135.jpg,without_mask
Image_1136.jpg,without_mask
Image_1137.jpg,without_mask
Image_1138.jpg,without_mask
Image_1139.jpg,without_mask
Image_1140.jpg,without_mask
Image_1141.jpg,without_mask
Image_1142.jpg,without_mask
Image_1143.jpg,without_mask
Image_1144.jpg,without_mask
Image_1145.jpg,without_mask
Image_1146.jpg,without_mask
Image_1147.jpg,without_mask
Image_1148.jpg,without_mask
Image_1149.jpg,without_mask
Image_1150.jpg,without_mask
Image_1151.jpg,without_mask
Image_1152.jpg,without_mask
Image_1153.jpg,without_mask
Image_1154.jpg,without_mask
Image_1155.jpg,without_mask
Image_1156.jpg,without_mask
Image_1157.jpg,without_mask
Image_1158.jpg,without_mask
Image_1159.jpg,without_mask
Image_1160.jpg,without_mask
Image_1161.jpg,without_mask
Image_1162.jpg,without_mask
Image_1163.jpg,without_mask
Image_1164.jpg,without_mask
Image_1165.jpg,without_mask
Image_1166.jpg,without_mask
Image_1167.jpg,without_mask
Image_1168.jpg,without_mask
Image_1169.jpg,without_mask
Image_1170.jpg,without_mask
Image_1171.jpg,without_mask
Image_1172.jpg,without_mask
Image_1173.jpg,without_mask
Image_1174.jpg,without_mask
Image_1175.jpg,without_mask
Image_1176.jpg,without_mask
Image_1177.jpg,without_mask
Image_1178.jpg,without_mask
Image_1179.jpg,without_mask
Image_1180.jpg,without_mask
Image_1181.jpg,without_mask
Image_1182.jpg,without_mask
Image_1183.jpg,without_mask
Image_1184.jpg,without_mask
Image_1185.jpg,without_mask
Image_1186.jpg,without_mask
Image_1187.jpg,without_mask
Image_1188.jpg,without_mask
Image_1189.jpg,without_mask
Image_1190.jpg,without_mask
Image_1191.jpg,without_mask
Image_1192.jpg,without_mask
Image_1193.jpg,without_mask
Image_1194.jpg,without_mask
Image_1195.jpg,without_mask
Image_1196.jpg,without_mask
Image_1197.jpg,without_mask
Image_1198.jpg,without_mask
Image_1199.jpg,without_mask
Image_1200.jpg,without_mask
Image_1201.jpg,without_mask
Image_1202.jpg,without_mask
Image_1203.jpg,without_mask
Image_1204.jpg,without_mask
Image_1205.jpg,without_mask
Image_1206.jpg,without_mask
Image_1207.jpg,without_mask
Image_1208.jpg,without_mask
Image_1209.jpg,without_mask
Image_1210.jpg,without_mask
Image_1211.jpg,without_mask
Image_1212.jpg,without_mask
Image_1213.jpg,without_mask
Image_1214.jpg,without_mask
Image_1215.jpg,without_mask
Image_1216.jpg,without_mask
Image_1217.jpg,without_mask
Image_1218.jpg,without_mask
Image_1219.jpg,without_mask
Image_1220.jpg,without_mask
Image_1221.jpg,without_mask
Image_1222.jpg,without_mask
Image_1223.jpg,without_mask
Image_1224.jpg,without_mask
Image_1225.jpg,without_mask
Image_1226.jpg,without_mask
Image_1227.jpg,without_mask
Image_1228.jpg,without_mask
Image_1229.jpg,without_mask
Image_1230.jpg,without_mask
Image_1231.jpg,without_mask
Image_1232.jpg,without_mask
Image_1233.jpg,without_mask
Image_1234.jpg,without_mask
Image_1235.jpg,without_mask
Image_1236.jpg,without_mask
Image_1237.jpg,without_mask
Image_1238.jpg,without_mask
Image_1239.jpg,without_mask
Image_1240.jpg,without_mask
Image_1241.jpg,without_mask
Image_1242.jpg,without_mask
Image_1243.jpg,without_mask
Image_1244.jpg,without_mask
Image_1245.jpg,without_mask
Image_1246.jpg,without_mask
Image_1247.jpg,without_mask
Image_1248.jpg,without_mask
Image_1249.jpg,without_mask
Image_1250.jpg,without_mask
Image_1251.jpg,without_mask
Image_1252.jpg,without_mask
Image_1253.jpg,without_mask
Image_1254.jpg,without_mask
Image_1255.jpg,without_mask
Image_1256.jpg,without_mask
Image_1257.jpg,without_mask
Image_1258.jpg,without_mask
Image_1259.jpg,without_mask
Image_1260.jpg,without_mask
Image_1261.jpg,without_mask
